filed,day_index,nature_of_suit,plaintiff,defendant,presiding_judge,judge_index,court,court_index,office,county,jury_demanded_by,cause_of_action,link,case_number,counter_claimant,counter_defendant,pacer_id,pacer_party_aliases,pacer_associated_cases,pacer_attorneys,pacer_case_file_location,pacer_case_summary,pacer_docket_report,pacer_history_documents,pacer_parties,pacer_related_transactions,pacer_check_status
16-Aug-12,9,Patent,"Unified Messaging Solutions, LLC",ShawGuides Inc.,Joan H. Lefkow,15,Illinois Northern District Court,18,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06636/273413,1:2012cv06636,,,273413,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273413,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273413
16-Aug-12,10,Patent,"Unified Messaging Solutions, LLC","Sportsvite, LLC",Joan H. Lefkow,16,Illinois Northern District Court,19,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06645/273231,1:2012cv06645,,,273231,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273231,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273231
16-Aug-12,11,Patent,"Unified Messaging Solutions, LLC",Symbios Solutions Ltd.,Joan H. Lefkow,17,Illinois Northern District Court,20,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06630/273404,1:2012cv06630,,,273404,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273404,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273404
16-Aug-12,12,Patent,"Unified Messaging Solutions, LLC","The Bank of New York Mellon Corporation, The Bank of New York Mellon and BNY Mellon, National Association",Joan H. Lefkow,18,Illinois Northern District Court,21,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06642/273189,1:2012cv06642,,,273189,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273189,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273189
16-Aug-12,13,Patent,"Unified Messaging Solutions, LLC","The Vanguard Group, Inc. and The Vanguard Marketing Corporation",Joan H. Lefkow,19,Illinois Northern District Court,22,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06641/273180,1:2012cv06641,"The Vanguard Group, Inc. and The Vanguard Marketing Corporation","Unified Messaging Solutions, LLC",273180,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273180,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273180
16-Aug-12,14,Patent,"Unified Messaging Solutions, LLC",Up and Doing Ltd.,Joan H. Lefkow,20,Illinois Northern District Court,23,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06631/273407,1:2012cv06631,,,273407,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273407,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273407
16-Aug-12,15,Patent,"Unified Messaging Solutions, LLC",WeeWorld Inc.,Joan H. Lefkow,21,Illinois Northern District Court,24,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06632/273408,1:2012cv06632,WeeWorld Inc.,WeeWorld Inc.,273408,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273408,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273408
16-Aug-12,16,Patent,"Unified Messaging Solutions, LLC",Where Are You Now Ltd.,Joan H. Lefkow,22,Illinois Northern District Court,25,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06633/273410,1:2012cv06633,,,273410,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273410,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273410
10-Aug-12,1,Patent,"Unified Messaging Solutions, LLC","Commerce Bancshares, Inc.",Joan H. Lefkow,3,Illinois Northern District Court,6,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06287/273048,1:2012cv06287,"Commerce Bancshares, Inc.","Unified Messaging Solutions, LLC",273048,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273048,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273048
10-Aug-12,2,Patent,"Unified Messaging Solutions, LLC",Laclede Gas Company,Joan H. Lefkow,4,Illinois Northern District Court,7,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06288/273050,1:2012cv06288,Laclede Gas Company,"Unified Messaging Solutions, LLC",273050,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273050,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273050
10-Aug-12,3,Patent,"Unified Messaging Solutions, LLC","Scottrade, Inc.",Joan H. Lefkow,5,Illinois Northern District Court,8,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06289/273053,1:2012cv06289,"Scottrade, Inc.","Unified Messaging Solutions, LLC",273053,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273053,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273053
10-Aug-12,4,Patent,"Unified Messaging Solutions, LLC",Sprint Nextel Corporation,Joan H. Lefkow,6,Illinois Northern District Court,9,Chicago Office,"XX US, Outside the State of IL",Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv06290/273055,1:2012cv06290,Sprint Nextel Corporation,"Unified Messaging Solutions, LLC",273055,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?273055,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?273055
13-Jun-12,1,Patent,Unified Messaging Solutions LLC,Xing AG,Leonard P. Stark,1,Delaware District Court,1,Wilmington Office,"XX US, Outside State",Plaintiff,35:271,http://dockets.justia.com/docket/delaware/dedce/1:2012cv00755/48986,1:2012cv00755,,,48986,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?48986,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?48986
5-Jun-12,1,Patent,"Unified Messaging Solutions, LLC",The Doll Palace Corp.,Shira A. Scheindlin,1,New York Southern District Court,2,Foley Square Office,NewYork,Plaintiff,35:271,http://dockets.justia.com/docket/new-york/nysdce/1:2012cv04412/397515,1:2012cv04412,,,397515,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?397515,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?397515
9-May-12,1,Patent,Unified Messaging Solutions LLC,American Express Company,Jed S. Rakoff,1,New York Southern District Court,1,Foley Square Office,NewYork,Plaintiff,35:271,http://dockets.justia.com/docket/new-york/nysdce/1:2012cv03616/396236,1:2012cv03616,,,396236,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?396236,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?396236
1-Mar-12,1,Patent,"Unified Messaging Solutions, LLC",Northern Illinois Gas Company,Harry D. Leinenweber,1,Illinois Northern District Court,1,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01494/266028,1:2012cv01494,,,266028,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266028,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266028
1-Mar-12,2,Patent,"Unified Messaging Solutions, LLC","Groupon, Inc.",James F. Holderman,1,Illinois Northern District Court,2,Chicago Office,Cook,Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01488/266021,1:2012cv01488,,,266021,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266021,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266021
1-Mar-12,3,Patent,"Unified Messaging Solutions, LLC",Southwest Airlines Co.,Joan B. Gottschall,1,Illinois Northern District Court,3,Chicago Office,Cook,Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01490/266023,1:2012cv01490,,,266023,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266023,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266023
1-Mar-12,4,Patent,"Unified Messaging Solutions, LLC","Careerbuilder, LLC",Joan H. Lefkow,1,Illinois Northern District Court,4,Chicago Office,Cook,Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01486/266019,1:2012cv01486,"Careerbuilder, LLC","Unified Messaging Solutions, LLC",266019,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266019,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266019
1-Mar-12,5,Patent,"Unified Messaging Solutions, LLC",Walgreen Co.,Joan H. Lefkow,2,Illinois Northern District Court,5,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01493/266027,1:2012cv01493,,,266027,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266027,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266027
1-Mar-12,6,Patent,"Unified Messaging Solutions, LLC","UBS Financial Services, Inc.",Matthew F. Kennelly,1,Illinois Northern District Court,66,Chicago Office,Cook,Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01491/266024,1:2012cv01491,,,266024,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266024,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266024
1-Mar-12,7,Patent,"Unified Messaging Solutions, LLC","Orbitz, LLC",Rebecca R. Pallmeyer,1,Illinois Northern District Court,67,Chicago Office,Cook,Both,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01489/266022,1:2012cv01489,"Orbitz, LLC","Unified Messaging Solutions, LLC",266022,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266022,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266022
1-Mar-12,8,Patent,"Unified Messaging Solutions, LLC",Discover Financial Services,Ruben  Castillo,1,Illinois Northern District Court,68,Chicago Office,"XX US, Outside the State of IL",Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01487/266020,1:2012cv01487,,,266020,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266020,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266020
1-Mar-12,9,Patent,"Unified Messaging Solutions, LLC","United Air Lines, Inc.",Sharon Johnson Coleman,1,Illinois Northern District Court,69,Chicago Office,Cook,Plaintiff,35:271,http://dockets.justia.com/docket/illinois/ilndce/1:2012cv01492/266025,1:2012cv01492,,,266025,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?266025,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?266025
1-Mar-12,10,Patent,"Unified Messaging Solutions, LLC",Ameren Corporation,Jean C. Hamilton,1,Missouri Eastern District Court,1,St. Louis Office,St. Louis - County,Both,35:271,http://dockets.justia.com/docket/missouri/moedce/4:2012cv00367/118892,4:2012cv00367,Ameren Corporation,"Unified Messaging Solutions, LLC",118892,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?118892,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?118892
23-Feb-12,1,Patent,Unified Messaging Solutions LLC,"Intuit Inc., Homestead Technologies Inc., CenturyLink, Inc. and Zimbra, Inc.",Leonard  Davis,3,Texas Eastern District Court,3,Tyler Office,Denton,Plaintiff,35:271,http://dockets.justia.com/docket/texas/txedce/6:2012cv00085/135305,6:2012cv00085,,,135305,https://ecf.txed.uscourts.gov/cgi-bin/qryAlias.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/qryAscCases.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/qryAttorneys.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/QryRMSLocation.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/qrySummary.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/DktRpt.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/HistDocQry.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/qryParties.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/RelTransactQry.pl?135305,https://ecf.txed.uscourts.gov/cgi-bin/StatusQry.pl?135305
